4904,4024
3456,1583
6400,2905
3272,3821
752,4956
4352,1915
1328,1917
464,191
1040,92
1336,5012
912,4536
5384,1586
5928,2
4992,459
1128,1922
6440,4461
6568,5308
1416,3825
4224,4110
192,1786
5144,1924
160,2132
1168,4539
3192,5014
5136,1592
5832,3887
3240,908
1304,4231
992,4336
2904,4540
6840,2912
3336,1594
2664,3789
2608,1928
528,7
696,3082
6648,5237
6168,90
1632,2218
3032,5123
6688,5025
1808,397
2712,3859
4664,598
2912,5240
944,449
1280,2919
2192,5341
1816,2921
3896,200
5632,10
1104,2494
784,201
6032,1934
848,656
3296,1605
3568,4346
1176,1608
1144,5245
4304,12
5736,3831
5504,1937
1592,3483
4592,5208
5648,5131
1296,602
4424,14
4656,3833
344,4082
1344,15
4008,1609
1320,5022
664,2923
6904,3834
2464,3087
5576,5306
2040,403
2360,3836
4920,206
688,3839
6152,3486
4632,5028
2600,603
4864,5254
968,406
4128,2925
5288,1454
592,4834
5160,4173
3848,2927
1800,4115
2744,3841
1656,4888
6472,3842
208,4406
2808,1301
6736,3314
3600,3093
1968,4000
6760,410
2792,5141
2768,3094
4752,1616
5688,4256
5920,22
3520,2831
3000,1617
3616,5143
3128,4116
6176,1950
6616,411
1424,3488
2648,413
536,412
4688,1619
4440,215
3880,4551
3696,2932
2488,1953
3488,24
6112,1622
7032,3846
2976,1623
672,1079
6240,1958
2248,3017
1680,1957
368,47
152,1625
4344,982
2544,1961
3792,618
6712,4041
3304,27
400,1962
888,5358
5184,4119
4016,162
224,1124
4736,619
2200,1627
4672,1628
2368,1626
1200,3343
120,1468
4608,2940
2352,39
3328,32
6136,243
6464,4559
5248,420
1688,2471
6592,4911
3064,1973
1472,661
3280,3101
6128,622
5344,4365
5016,34
3096,5157
2992,3102
496,422
304,5238
1624,5239
2080,36
5472,4257
360,2946
1792,424
1888,1977
5872,5379
312,4122
936,1416
2928,295
6960,3179
5536,1981
5056,1639
1608,4127
720,1641
3912,1645
6088,2948
6952,1183
5112,3790
2824,37
456,4907
1136,1646
64,228
6096,4647
1488,1647
6344,4750
6408,1989
1728,1990
6040,5043
432,1652
2136,231
640,3078
6896,625
5216,39
5064,1653
2720,1643
4568,1397
6336,433
280,223
5176,1655
4856,628
2528,4914
5608,4915
4328,5092
6480,4377
4480,5374
6704,42
0,629
3080,235
1992,2955
2880,5172
6064,3176
5952,43
4712,236
3624,450
2752,5046
5168,1032
3856,1658
2168,4571
488,1660
2288,435
6936,436
1720,3109
1248,237
656,2005
6976,634
4848,2006
744,4575
6552,1667
1496,2957
5448,5011
952,4135
480,637
4288,3512
4432,242
1528,1484
2160,4576
288,4384
3416,1671
1352,273
6608,441
2000,244
6944,3551
6216,2961
6160,435
5200,3862
3400,51
5728,2963
4528,303
6880,245
3496,1678
4944,1677
2696,3662
5512,2019
1408,3526
3360,799
2672,55
4120,56
1600,3803
4144,4339
4896,2023
1824,650
6144,2083
6304,1689
3168,3529
1216,1688
7064,252
5152,5128
5456,4586
1768,3116
2688,5129
4400,3117
3976,2966
4248,2027
5960,1968
4832,254
7024,65
6696,802
3992,1592
5984,1696
5432,2030
2312,3532
5080,5133
896,655
3664,4143
4136,255
6920,1699
1400,3560
6720,1700
824,3538
760,3120
1232,4590
5120,658
56,5027
920,660
5336,452
2008,1143
6272,2125
6456,70
5352,3649
5544,4584
2416,4592
3904,597
6656,664
3088,4145
1288,71
6872,158
4048,4593
1024,1705
4152,3686
3552,73
2936,256
4584,665
3960,1121
4232,3868
6536,3912
6496,1706
4112,3867
4952,1549
3576,4404
768,3124
6048,4148
6584,3870
6968,5035
88,1707
4208,2723
3264,4407
1776,3126
5760,3540
3592,2043
440,725
1576,4893
5784,5226
2376,3541
5656,143
5856,2045
856,4596
80,93
2112,3542
5816,78
1048,263
3728,2444
2384,676
1448,4598
3968,675
352,4149
4088,265
7072,1240
4784,673
2256,80
3832,1714
1936,2047
1056,3543
3408,4896
1112,2971
3536,82
552,1715
3712,1721
2800,1887
3584,2048
864,3131
4192,461
4776,1719
3760,66
3040,3877
4808,1513
2888,3132
7000,2693
504,3550
4176,4284
6928,1010
1904,401
4272,1121
3248,1722
2984,270
3256,680
424,3486
200,271
6424,830
7040,273
1440,2050
5976,3133
5368,2052
6792,85
3224,274
3800,275
1640,2055
3152,3134
2728,1495
1456,4416
6376,4997
1240,5156
2552,3880
5392,2059
6640,468
3720,682
5840,540
3840,3284
6728,2062
3072,4606
6824,470
3752,2979
6808,4154
3200,3882
5664,2064
3120,4608
4496,279
4976,2980
4936,3883
1512,685
2032,4153
4536,5251
1464,5167
1616,92
4368,474
1256,2068
1952,1733
6104,4912
3632,285
4184,5044
4416,1734
1384,3889
5096,476
6544,4789
4520,4424
2120,3888
6752,2987
3440,5382
4800,550
2024,2071
48,4465
128,1736
6232,4495
5408,688
1088,3559
5128,4612
560,4157
4888,1737
1312,2978
448,3140
392,3141
960,101
3184,1745
6864,480
5488,693
776,290
5048,481
7008,4431
6520,2077
4552,4861
4680,3894
1080,3893
320,696
6360,3142
408,2719
1840,3567
4960,3779
5256,697
1976,4865
5888,3828
1880,482
24,529
520,2081
5712,5333
2304,9
6392,2082
4928,3569
2848,294
2616,2991
5704,2087
576,4334
4280,4160
1752,2141
712,297
5240,3570
3480,299
4064,3176
512,4723
2632,621
2960,4872
3704,3143
1480,1757
2584,2993
2272,1758
4104,2092
4544,706
3672,956
4168,3633
5032,4873
6008,303
808,5016
3208,304
3024,488
5680,1762
1096,3144
6368,489
7016,1764
40,2996
3320,4081
4256,307
3472,1766
2872,1334
2704,2998
1848,3573
136,309
5640,4344
6560,3682
2392,4607
5088,3148
4384,310
96,3939
7048,2106
4968,3575
2424,1687
6016,3265
2280,494
216,3576
4760,4543
3008,495
3816,2100
3808,496
6224,177
5312,4016
4824,1086
4160,1776
6576,3579
72,5252
1664,717
5776,497
4336,1777
2856,115
6184,1766
4072,3582
3056,314
7120,1686
144,2103
2448,2806
6208,3583
5192,3778
2088,3168
1984,3902
1120,4129
3136,5000
736,4167
1192,117
3560,5257
1264,315
6264,316
5624,5313
1928,3690
1696,3150
5208,722
7080,2109
3744,3588
3512,3151
984,119
4792,2113
6192,5353
1368,320
5000,3907
8,5154
4744,1026
3888,1786
4240,752
7112,2045
2968,1789
3824,4725
2224,1790
600,4200
4080,3908
6352,3589
3016,722
4512,122
6664,3590
1896,3591
2952,694
3048,723
4768,479
2736,5352
4840,2122
5720,1797
2016,5035
2760,3913
5400,2123
1704,3209
1920,3013
4408,1083
5752,1800
5800,1801
256,3592
7104,3138
6600,3914
3504,512
3104,4555
1032,3122
4312,1105
2480,3594
4376,5304
616,4173
6072,2130
6672,4557
608,128
1184,4363
5552,1806
6080,4558
2472,1033
2184,2085
1864,2133
6680,1990
4464,1384
4040,4749
2128,3596
1672,2138
6120,332
872,4174
176,518
840,2140
3648,1814
5864,131
4320,3597
6200,733
2320,3020
6512,5161
3368,3162
16,2141
1856,1817
2176,336
2840,842
376,3022
928,1818
2640,5105
2296,136
4816,4177
3312,1819
5272,1821
5528,138
6832,139
1152,3922
6320,1970
4600,338
6024,526
7096,1654
4728,340
6888,4564
2152,742
4296,530
2456,891
4448,3926
232,4180
6288,4756
6912,1828
4264,343
240,3029
5072,4378
4456,689
5376,2146
4360,345
1832,3031
6800,4569
5944,746
3352,4742
4696,747
6448,4184
6488,1158
1560,3604
3784,26
1392,3605
5936,536
4704,1989
1736,1838
5416,3034
3984,3033
6312,4862
6248,2153
5912,134
4056,4860
2896,1840
4576,2156
904,2157
5584,751
3528,2158
1008,752
6384,3607
5304,566
4392,57
624,733
3216,5302
1552,3943
2144,1845
4648,758
728,759
4000,760
3680,547
112,2165
5992,4417
6984,352
184,353
1872,3188
632,2167
6528,356
2512,2174
5600,3041
5008,551
5968,4390
4488,763
544,359
5744,4581
5672,357
3872,552
6328,1852
3640,3931
5224,2070
5480,3042
1744,2857
5768,680
832,1510
5520,3992
1272,2176
1224,3043
2656,4878
168,2178
4984,2180
296,152
5808,362
5264,561
5880,4766
5360,2413
1784,562
1520,4881
1016,766
4504,154
2784,3163
6816,4641
1912,563
2496,4588
3144,2186
6504,3614
3424,4882
336,3939
3952,771
2536,564
472,769
5320,5023
5328,266
4216,5247
3736,774
248,4481
1760,4770
2568,2191
4720,1865
1064,3046
2408,5136
4032,1283
1504,4203
1944,1386
5496,1496
6296,1870
704,911
2240,2194
3376,776
3928,3403
2592,4850
4912,4204
5040,4205
2832,3773
5592,2195
32,3849
3864,1034
4096,3050
2864,3623
3544,4206
3392,5028
3384,5377
2944,372
3288,5382
2336,4405
1072,4406
4200,4408
1960,4831
5464,431
5792,2199
2328,573
1208,5149
1432,4208
4560,1878
6776,1970
2776,2200
6280,3187
3688,256
6632,2481
3944,170
104,2202
3936,1585
